"","x"
"674",11.7919455056696
"675",12.1347405479734
"676",11.4875048415776
"677",11.7639424997545
"678",11.8376133234177
"679",12.1943728654897
"680",12.6396228923438
"681",11.8861271445018
"682",12.769958111761
"683",11.8893085705703
"684",12.2834668696417
"685",11.2718216896038
"686",12.3166380169782
"687",12.1382459946039
"688",11.665851133934
"689",11.2346040348137
"690",11.4832451192885
"691",12.1796427765344
"692",11.7464645379866
"693",12.1172099564913
"694",11.8913003826273
"695",12.1575241328922
"696",11.9879152742759
"697",12.7240604458928
"698",11.8119578885061
"699",12.437488516813
"700",11.8606836084276
"701",11.7130136195415
"702",11.7929025378673
"703",12.6814589071407
"704",11.7101306079533
"705",12.4309080558866
"706",12.2058473760964
"707",11.8411080243373
"708",11.3954121508233
"709",12.4005296274793
"710",12.1347039747716
"711",12.3684203717075
"712",11.7857795222882
"713",11.6292026681222
"714",12.0415865962317
"715",11.416204521357
"716",12.3478952881825
"717",12.0400237899796
"718",12.1691083229494
"719",11.7312236044942
"720",11.8567884831347
"721",12.0350897066461
"722",11.9680451437403
"723",12.2054194018044
"724",12.6509769490676
"725",12.3753722880602
"726",12.3248664805142
"727",12.4035667010952
"728",11.5234254995657
"729",11.3917786827817
"730",11.9641001090435
"731",12.2510845642657
"732",12.487872019345
"733",11.9383594725487
"734",12.0221339301375
"735",12.2682552932212
"736",11.9620654066124
"737",12.0053407496551
"738",12.6025699116904
"739",11.8070433057136
"740",11.543604281353
"741",12.2392874484947
"742",12.6879251832972
"743",12.516033814328
"744",12.1483200548054
"745",12.0495037259428
"746",12.3210597279752
"747",13.0438869434026
"748",11.7721871228672
"749",11.5728033647695
"750",11.8394820202227
"751",11.6361667415189
"752",12.6556796179696
"753",11.9897781390891
"754",12.3481144472193
"755",11.8595494534116
"756",11.8420807976039
"757",11.8598805713321
"758",12.0382026375589
"759",12.0571746087225
"760",12.1824138926279
"761",11.9946888653092
"762",11.7286825449911
"763",11.7014557749648
"764",12.3579937657425
"765",11.5512619061713
"766",12.2838740516136
"767",12.0243369155517
"768",11.9076636810609
"769",12.4052644301928
"770",12.3542213766791
"771",12.1851820191414
"772",12.0095246333076
"773",11.8690774762932
"774",11.5058194044351
"775",13.0518224441834
"776",11.9955178823137
"777",12.1661226767442
"778",11.6447273542265
"779",12.1571817286724
"780",13.0530914572722
"781",11.6750488628645
"782",12.2955695281382
"783",11.7766405330889
"784",12.2770869613983
"785",11.9425630482576
"786",11.6136264842282
"787",12.062918171538
"788",11.9185394637147
"789",11.4277459014043
"790",11.9759177528258
"791",11.6921084445067
"792",12.2781887525662
"793",11.7690785284576
"794",12.5117721252067
"795",11.9197797246833
"796",12.324685463302
"797",12.1267322864921
"798",11.400312240802
"799",12.2302502179346
"800",11.8846347768316
"801",12.3971748257845
"802",12.9634356229399
"803",11.4779255222621
"804",12.1681229950999
"805",11.9018621223921
"806",12.0278509785467
"807",11.9207230174219
"808",12.3440369551461
"809",12.0103658640952
"810",11.8057966698392
"811",11.8146279024333
"812",11.901426612902
"813",11.5264051557364
"814",11.9190834836546
"815",11.7263890345531
"816",11.8661862956409
"817",11.9388250003698
"818",12.031905379755
"819",11.8236575286656
"820",11.9245458083053
"821",12.0894000326427
"822",12.2052883385744
"823",11.7879924399028
"824",12.3969789247776
"825",12.0988169758055
"826",11.8534100565137
"827",12.1721493608903
"828",12.0270047801899
"829",12.0102445543045
"830",11.8975333910594
"831",11.9052572949684
"832",11.965887417583
"833",11.9355147657349
"834",12.3891075435529
"835",12.1087315655619
"836",11.7466139174024
"837",11.9033420033727
"838",11.8398709003675
"839",12.2365154346533
"840",11.8680612594757
"841",12.4644427059453
"842",11.7559028893221
"843",11.9813188596034
"844",12.3539188773102
"845",11.5636633301389
"846",12.1684688711581
"847",11.6212467299701
"848",11.7666279377541
"849",11.5308488907186
"850",12.6555018716266
"851",11.8325447090482
"852",12.7255906379114
"853",11.9449943305051
"854",11.8522745764511
"855",11.9941437019493
"856",12.2412087440246
"857",12.0494992855876
"858",11.7225724570577
"859",11.642871191531
"860",12.5318152806651
"861",11.9245463494006
"862",11.8566505896577
"863",11.9457949674539
"864",11.7414841008225
"865",11.9189884648743
"866",11.9736549792535
"867",11.6455133522863
"868",11.9907513781179
"869",11.5358665462832
"870",11.8988836361354
"871",13.0658860433051
"872",11.8235007759139
"873",11.6514871670864
"874",11.9434884464109
"875",12.0984419625139
"876",12.406770395185
"877",11.7036922909774
"878",11.7196633409401
"879",12.4471446437841
"880",12.2449868573238
"881",11.7644920101787
"882",12.106692090846
"883",11.9864875639683
"884",11.984429690557
"885",11.6200141475048
"886",11.9243952277845
"887",12.0435265738263
"888",11.3873046881904
"889",11.1544804482342
"890",11.8163815848889
"891",12.4003339733783
"892",12.1078851143464
"893",12.170963287525
"894",11.9305845310576
"895",12.0794032489479
"896",12.0232019174761
"897",12.6003608704161
"898",12.091028089281
"899",12.4565666669777
"900",12.3548681127753
"901",12.247417644684
"902",11.7143308416933
"903",12.6360467732929
"904",12.1702019794316
"905",11.3708086319445
"906",12.160848248418
"907",12.4009996754107
"908",12.4275415920239
"909",12.3665485749888
"910",12.0041209439731
"911",12.2918883362077
"912",11.8592671382731
"913",11.9258052123295
"914",11.7753988019263
"915",11.9107103468279
"916",12.5461225463272
"917",12.1924666997518
"918",12.1533936080743
"919",11.8406076691691
"920",11.6632249086584
"921",11.794207423739
"922",12.015240170148
"923",11.7958437364627
"924",11.9384160240902
"925",11.7381824475867
"926",11.7051264267093
"927",12.1714824578352
"928",12.0268288663192
"929",11.6388808721037
"930",12.5002095840989
"931",11.9882282425474
"932",12.4758794506205
"933",12.3152061535491
"934",12.0584283239126
"935",11.9638883622045
"936",11.8463433553317
"937",11.1315179315066
"938",11.7943460725423
"939",11.5610639058633
"940",12.0430144200474
"941",11.6872503964262
"942",12.2474733940085
"943",12.0735031429153
"944",12.0220003440323
"945",11.3963652855653
"946",12.2283515556646
"947",11.5479642892536
"948",11.7932491800449
"949",12.1316343618739
"950",12.6847560197049
"951",12.0534690358481
"952",12.4456367260476
"953",11.7478684759412
"954",11.6958892126184
"955",11.7100396575634
"956",12.9066176321894
"957",12.181798970081
"958",12.183494731578
"959",12.6512827092353
"960",12.1339360514609
"961",12.2562943696048
"962",12.0561120786148
"963",12.7553595176525
"964",11.7068993023493
"965",11.8502705262317
"966",12.0321040084094
"967",11.3785989930553
"968",12.1955325171609
"969",11.2847489828677
"970",11.4062486169007
"971",12.3644946081265
"972",11.8671834723962
"973",12.1551242984035
"974",11.9166734448189
"975",11.9958358274327
"976",11.4251720874626
"977",12.379704015345
"978",11.5655675797247
"979",11.8530188445408
"980",11.5528082730545
"981",12.053825786341
"982",11.4721327893225
"983",11.7124132035128
"984",12.2801010563025
"985",12.3018697146126
"986",12.1827330329366
"987",11.980315103609
"988",12.1708710342176
"989",11.9790109678863
"990",12.2218123943893
"991",11.4923454049758
"992",12.163132824689
"993",11.6708468402357
"994",11.8312112958885
"995",12.6051545750381
"996",11.6950934950728
"997",11.708060906039
"998",11.8510931770104
"999",12.1690428237898
"1000",12.6395202976565
"1001",12.3627361636327
"1002",11.7104309686166
"1003",11.3792811896952
"1004",12.6745225398615
"1005",12.4768343922527
"1006",11.4768699180329
"1007",11.3214335238513
"1008",11.9883628589197
"1009",12.0620130277355
"1010",12.2136834436254
"1011",12.4814276727039
"1012",12.5179373845351
"1013",11.7585266975256
"1014",13.0525181311788
"1015",11.8859442768068
"1016",11.7340580565226
"1017",11.4807625651385
"1018",12.1211079899551
"1019",12.16828032516
"1020",12.0332853333212
"1021",11.918908639217
"1022",12.4623765558767
"1023",11.9844015854857
"1024",12.2722805946021
"1025",12.4121381614777
"1026",12.7463133314879
"1027",12.2504483769202
"1028",11.5637555568114
"1029",11.7333535643231
"1030",11.7158901867275
"1031",11.9198672021566
"1032",12.5403877057725
"1033",12.090488168954
"1034",12.0263915213048
"1035",12.022607963422
"1036",11.7730584047793
"1037",11.7307836993334
"1038",11.9235850237121
"1039",11.5174638395394
"1040",11.9079119940404
"1041",12.1260361480114
"1042",12.1673969560081
"1043",12.0128946564332
"1044",11.8539981219829
"1045",11.7841710312971
"1046",12.0182070479571
"1047",11.7732962200824
"1048",12.1554237558049
"1049",11.9852425735361
"1050",12.1014782212833
"1051",11.9456491133029
"1052",11.4590613205506
"1053",12.49469981109
"1054",11.8715630575055
"1055",12.2184565848903
"1056",11.358748679444
"1057",11.9613566243137
"1058",11.867044381298
"1059",12.0182107407587
"1060",11.7460733795001
"1061",12.0408466055181
"1062",11.6960062225547
"1063",11.9554263874105
"1064",11.5868513951957
"1065",12.012536209542
"1066",11.1033745199485
"1067",11.6781783551841
"1068",11.7943363075968
"1069",11.9127081117646
"1070",11.5990154233837
"1071",12.745179542475
"1072",12.1589116517395
"1073",12.4349571630047
"1074",12.0870440773044
"1075",12.6159130732221
"1076",12.1042601740282
"1077",12.1907206517105
"1078",11.7499224596637
"1079",11.8216776294878
"1080",11.7001606620395
"1081",12.6685015764638
"1082",12.1457381113267
"1083",11.7749553258888
"1084",11.8146508124314
"1085",11.6873607692606
"1086",11.616991138308
"1087",12.288340607686
"1088",11.4477282952117
"1089",11.6676590405567
"1090",12.0120478544938
"1091",11.6128387174491
"1092",12.1948716242913
"1093",12.4108107378325
"1094",12.2791632046604
"1095",11.7603271356994
"1096",11.8250928037853
"1097",11.57842281326
"1098",11.7141942115927
"1099",12.3687110632909
"1100",12.054363129376
"1101",11.5897707649581
"1102",11.726902164398
"1103",11.4874082938457
"1104",12.227875956132
"1105",11.7598789432277
"1106",11.7843680082847
"1107",12.1533633282835
"1108",12.9196235795564
"1109",11.4500058133686
"1110",11.3978542412658
"1111",11.8230911083381
"1112",12.0951548813589
"1113",12.0644589217185
"1114",11.6680980997543
"1115",11.8671011301164
"1116",11.7352215948907
"1117",11.9577523794973
"1118",12.2409463193831
"1119",11.7169024667972
"1120",12.2258920542678
"1121",12.3021730957809
"1122",12.1017223215163
"1123",12.2424559664831
"1124",12.327808714958
"1125",12.1681956217621
"1126",11.8512618204179
"1127",12.279536876639
"1128",11.7678814646218
"1129",11.800881497595
"1130",12.2157033235689
"1131",12.31943484492
"1132",12.3893669863911
"1133",12.1097257379128
"1134",12.2960269539781
"1135",13.1404530565475
"1136",11.9073693221309
"1137",11.9614291041768
"1138",11.9880387889615
"1139",12.2484197699692
"1140",12.3926623344662
"1141",12.6282932526817
"1142",11.7311768132525
"1143",11.6652826518399
"1144",11.7734308596927
"1145",11.4661180761516
"1146",12.3892125975779
"1147",12.5750904013134
"1148",13.1626626447052
"1149",11.7895046937595
"1150",12.1773608817195
"1151",11.7088584372761
"1152",11.4955582235779
"1153",12.4780087530739
"1154",12.1407099727036
"1155",12.1739341637571
"1156",12.0715591533403
"1157",12.0268277993379
"1158",11.7196519409701
"1159",12.0168599184232
"1160",11.9301939723283
"1161",12.0278682150248
"1162",12.334604017115
"1163",11.8567489724959
"1164",12.0494468325695
"1165",11.8547618011598
"1166",11.5819624378036
"1167",12.1584432008555
"1168",11.7771669377834
"1169",12.2391084962102
"1170",11.9302789033047
"1171",12.5767272456408
"1172",11.631072957501
"1173",12.2544625377946
"1174",11.8655090690288
"1175",12.5961873014517
"1176",12.1895543528595
"1177",12.1323791405948
"1178",11.4171274254324
"1179",11.9114004149971
"1180",11.7130487771283
"1181",11.6568500205384
"1182",11.7101142473092
"1183",12.3835223737164
"1184",11.2559115556516
"1185",11.4615562520604
"1186",11.7356021194342
"1187",11.9557699446423
"1188",11.8742778724088
"1189",12.1810231265507
"1190",11.8570980573461
"1191",12.3138249999041
"1192",11.9381058927435
"1193",12.7738970834016
"1194",11.8129884919914
"1195",12.2404940857903
"1196",11.8334295306188
"1197",11.4907089846085
"1198",11.8236500367535
"1199",11.6900340255353
"1200",11.8812810032892
"1201",12.0230326664169
"1202",12.2213918866684
"1203",11.8584817076236
"1204",12.3359914850483
"1205",12.2746676809017
"1206",12.4626545874759
"1207",12.0834622661413
"1208",13.0237862841286
"1209",12.1904966170878
"1210",12.1732720465645
"1211",12.1414001404179
"1212",11.9101213114874
"1213",11.8114662470651
"1214",11.7269289823206
"1215",12.4449406657573
"1216",12.1035493307053
"1217",11.6969075895151
"1218",12.1305792395747
"1219",11.7940482922893
"1220",12.6930297946816
"1221",11.4549002878547
"1222",12.1148625927076
"1223",11.9825855012768
"1224",12.1630338288167
"1225",11.7296903985364
"1226",11.9521700634568
"1227",12.0099406932101
"1228",12.03743810639
"1229",12.0821766418494
"1230",11.7518163003474
"1231",12.7143670843806
"1232",12.8354709680233
"1233",11.820664609211
"1234",12.4246418398876
"1235",12.0920977817772
"1236",11.8208608997639
"1237",12.0653360867225
"1238",11.8380093744457
"1239",11.8608491751529
"1240",12.0033950168403
"1241",12.1567639805023
"1242",12.4301690148216
"1243",11.3369011752607
"1244",12.2826703147135
"1245",12.140838324578
"1246",11.9184744529254
"1247",11.8820600282895
"1248",12.1046646888453
"1249",11.827758251701
"1250",11.9479013223578
"1251",12.1359666016662
"1252",12.4444423676131
"1253",12.586198650192
"1254",11.9981372820947
"1255",11.6910141313213
"1256",11.7177462276774
"1257",12.0913147474326
"1258",11.6687242898187
"1259",11.8357227345493
"1260",11.8865576066316
